STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WESD,WESF,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/24/2002,,,0.05,0,0,37,49,24,0,0,,1,1,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/25/2002,,,0,0,0,36,47,24,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/26/2002,,,0,0,0,43,54,32,0,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/27/2002,,,0,0,0,44,55,32,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/28/2002,,,0,0,0,48,61,34,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/29/2002,,,0.93,0,0,46,51,41,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/30/2002,,,0.44,0,0,37,42,32,,0,,1,,,,,1,,,,,1,,,1,1,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",1/31/2002,,,1.03,0,0,36,39,32,,0,,1,1,,,,1,,,,,1,1,,1,1,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/1/2002,,,0.06,0,0,38,49,27,,0,,1,,,1,,,,,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/2/2002,,,0,0,0,29,35,22,0,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/3/2002,,,0,0,0,35,41,29,0,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/4/2002,,,0,0.1,0,24,31,17,,0,,1,,,,,,,1,,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/5/2002,,,0,0,0,26,36,15,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/6/2002,,,0,0,0,32,41,22,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/7/2002,,,0,0,0,36,46,26,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/8/2002,,,0,0,0,37,48,25,0,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/9/2002,,,0,0,0,42,57,27,0,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/10/2002,,,0.13,0,0,41,50,31,0,0,,1,,,,,,,,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/11/2002,,,0,0,0,30,36,23,0,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/12/2002,,,0.01,0.1,0,39,44,34,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/13/2002,,,0,0,0,28,35,20,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/14/2002,,,0,0,0,33,44,21,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/15/2002,,,0,0,0,41,51,31,0,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/16/2002,,,0.03,0,0,38,45,30,0,0,,1,,,1,,,,,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/17/2002,,,0,0,0,30,38,21,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/18/2002,,,0,0,0,35,49,20,0,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/19/2002,,,0.58,0,0,42,47,36,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/20/2002,,,0.31,0,0,48,56,39,,0,,1,,1,,,,,,,1,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/21/2002,,,0.02,0.2,0,35,39,31,,0,,1,,,1,,,,,,,1,1,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/22/2002,,,0,0,0,33,39,26,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/23/2002,,,0,0,0,31,43,19,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/24/2002,,,0,0,0,43,55,30,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/25/2002,,,0.32,2,0,45,56,33,,0,,1,1,,,,,,1,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/26/2002,,,0.34,3.6,4,27,33,20,,0.4,,1,,,,,,,,1,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/27/2002,,,0,0,4,21,25,16,,0.4,,1,,,,,,,1,,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",2/28/2002,,,0,0,3,19,31,6,,0.3,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/1/2002,,,0,0,3,29,38,19,,0.2,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/2/2002,,,0.51,0,0,39,43,34,,0,,1,,,,,,,,,,1,1,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/3/2002,,,0.02,0.5,0,23,37,8,,0,,1,,,,,,,,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/4/2002,,,0,0.2,0,12,20,3,,0,,1,,,,,,,,,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/5/2002,,,0,0.1,1,30,40,20,,0,,1,,,,,,,1,,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/6/2002,,,0,0,0,48,57,38,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/7/2002,,,0.02,0,0,42,49,35,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/8/2002,,,0.02,0,0,52,69,34,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/9/2002,,,0.65,0,0,43,59,26,,0,,1,,,,,,,,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/10/2002,,,0,0,0,25,30,20,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/11/2002,,,0,0,0,30,41,18,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/12/2002,,,0,0,0,42,49,34,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/13/2002,,,0,0,0,50,62,38,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/14/2002,,,0,0,0,51,62,40,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/15/2002,,,0.11,0,0,49,60,37,,0,,,,,,,,,1,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/16/2002,,,0,0,0,38,45,30,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/17/2002,,,0.01,0,0,38,45,31,,0,,1,,,1,,,,,,,1,1,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/18/2002,,,0,0,0,43,50,36,,0,,1,,,,,,,1,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/19/2002,,,0,0,0,41,46,36,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/20/2002,,,0.06,0,0,42,47,36,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/21/2002,,,0,0.1,0,28,37,19,,0,,1,,,,,,,,,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/22/2002,,,0,0,0,26,35,16,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/23/2002,,,0,0,0,37,48,26,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/24/2002,,,0.1,0.2,0,38,46,30,,0,,1,,,,,,,,,,1,,,1,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/25/2002,,,0.17,2.9,1,28,33,22,,0.2,,1,1,,,,,,,1,,1,,,,,1,,,1
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/26/2002,,,0.55,3.3,3,26,30,22,,0.6,,1,1,,1,,1,,,,,1,,,1,1,1,,,1
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/27/2002,,,0,0,6,27,37,16,,0.8,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/28/2002,,,0,0,5,29,41,17,,0.8,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/29/2002,,,0.31,0,3,42,49,34,,0,,1,1,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/30/2002,,,0,0,0,45,54,36,,0,,1,1,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",3/31/2002,,,0.03,0,0,44,56,31,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/1/2002,,,0.03,0,0,39,47,31,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/2/2002,,,0.36,0,0,50,61,39,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/3/2002,,,0,0,0,40,45,34,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/4/2002,,,0,0,0,36,41,30,,0,,1,,,,,,,,,,1,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/5/2002,,,0,0,0,35,42,27,,0,,,,,,,,,,,,,,,,,1,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/6/2002,,,0,0,0,35,45,25,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/7/2002,,,0,0,0,45,59,31,,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/8/2002,,,0.78,0,0,56,62,49,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/9/2002,,,0.17,0,0,47,60,34,,0,,1,,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/10/2002,,,0,0,0,46,61,30,,0,,,,,,,,,1,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/11/2002,,,0,0,0,57,76,38,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/12/2002,,,0.51,0,0,65,73,57,,0,,1,,1,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/13/2002,,,0,0,0,60,66,53,,0,,1,1,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/14/2002,,,0.02,0,0,62,71,53,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/15/2002,,,0,0,0,73,85,61,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/16/2002,,,0,0,0,73,85,61,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/17/2002,,,0,0,0,76,85,66,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/18/2002,,,0,0,0,75,87,62,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/19/2002,,,0.58,0,0,73,85,61,,0,,1,,1,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/20/2002,,,0.03,0,0,56,61,50,,0,,,,1,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/21/2002,,,0.19,0,0,45,50,39,,0,,1,,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/22/2002,,,0,0,0,41,45,36,,0,,1,,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/23/2002,,,0,0,0,44,56,31,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/24/2002,,,0.07,0,0,57,73,41,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/25/2002,,,0.01,0,0,48,57,39,,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/26/2002,,,0,0,0,44,56,32,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/27/2002,,,0.93,0,0,46,53,38,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/28/2002,,,0.02,0,0,52,64,40,,0,,1,,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/29/2002,,,0,0,0,46,53,39,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",4/30/2002,,,0,0,0,50,58,41,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/1/2002,,,0.63,0,0,57,69,45,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/2/2002,,,0,0,0,52,65,38,0,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/3/2002,,,0,0,0,48,58,37,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/4/2002,,,0,0,0,51,64,37,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/5/2002,,,0,0,0,60,76,44,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/6/2002,,,0.14,0,0,64,71,57,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/7/2002,,,0.04,0,0,64,70,58,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/8/2002,,,0.44,0,0,53,58,48,,0,,1,1,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/9/2002,,,0.16,0,0,60,70,50,,0,,1,1,1,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/10/2002,,,0,0,0,54,65,42,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/11/2002,,,0.78,0,0,51,58,43,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/12/2002,,,0.63,0,0,57,66,47,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/13/2002,,,0.13,0,0,48,54,41,0,0,,1,,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/14/2002,,,0,0,0,52,62,41,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/15/2002,,,0,0,0,55,71,38,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/16/2002,,,0.24,0,0,64,72,56,0,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/17/2002,,,0.17,0,0,49,56,42,0,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/18/2002,,,0,0,0,43,51,34,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/19/2002,,,0,0,0,41,52,30,,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/20/2002,,,0,0,0,46,52,39,,0,,1,,,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/21/2002,,,0,0,0,48,56,39,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/22/2002,,,0,0,0,52,66,37,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/23/2002,,,0,0,0,61,77,45,0,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/24/2002,,,0.02,0,0,63,73,52,,0,,1,,,,,,,1,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/25/2002,,,1.84,0,0,60,76,44,,0,,1,,1,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/26/2002,,,0,0,0,54,69,38,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/27/2002,,,0,0,0,63,78,47,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/28/2002,,,0.9,0,0,70,79,60,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/29/2002,,,0.17,0,0,71,78,63,0,0,,1,,1,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/30/2002,,,0,0,0,73,81,65,0,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",5/31/2002,,,0,0,0,76,88,63,,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/1/2002,,,0,0,0,74,89,58,0,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/2/2002,,,0,0,0,69,77,60,0,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/3/2002,,,0,0,0,65,71,58,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/4/2002,,,0.29,0,0,72,87,56,,0,,1,,1,,1,,,1,,1,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/5/2002,,,0.79,0,0,64,72,56,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/6/2002,,,0.02,0,0,57,63,51,,0,,1,,,,,,,,,,1,1,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/7/2002,,,0,0,0,60,72,48,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/8/2002,,,0,0,0,66,79,52,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/9/2002,,,0,0,0,71,87,55,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/10/2002,,,0,0,0,78,89,67,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/11/2002,,,0.2,0,0,77,87,67,,0,,1,,1,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/12/2002,,,0,0,0,71,80,62,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/13/2002,,,0.05,0,0,65,73,56,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/14/2002,,,0.2,0,0,65,74,56,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/15/2002,,,0.29,0,0,66,77,54,,0,,,,1,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/16/2002,,,0,0,0,62,72,51,0,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/17/2002,,,0.09,0,0,67,79,54,,0,,,,,,,,,,,,,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/18/2002,,,0.16,0,0,70,82,58,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/19/2002,,,0,0,0,73,87,59,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/20/2002,,,0,0,0,79,93,65,,0,,,,,,,,,1,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/21/2002,,,0,0,0,79,87,70,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/22/2002,,,0,0,0,79,92,65,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/23/2002,,,0,0,0,81,91,70,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/24/2002,,,0,0,0,78,92,64,0,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/25/2002,,,0.59,0,0,81,91,70,,0,,1,1,1,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/26/2002,,,0.45,0,0,78,87,68,,0,,1,,1,,,,,,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/27/2002,,,0,0,0,74,80,67,,0,,,,1,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/28/2002,,,0,0,0,72,83,61,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/29/2002,,,0,0,0,75,89,61,0,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",6/30/2002,,,0,0,0,79,91,66,,0,,1,,,,,,,1,,,1,,,1,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/1/2002,,,0,0,0,82,93,71,,0,,1,,,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/2/2002,,,0,0,0,81,92,69,,0,,1,,,,,,,,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/3/2002,,,0,0,0,81,94,68,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/4/2002,,,0,0,0,84,94,73,,0,,1,,1,,,,,1,,,1,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/5/2002,,,0,0,0,74,83,64,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/6/2002,,,0,0,0,72,84,59,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/7/2002,,,0,0,0,74,88,60,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/8/2002,,,0,0,0,77,92,61,,0,,,,,,,,,,,,,,,,,,,,
USW00014827,"FORT WAYNE INTERNATIONAL AIRPORT, IN US",7/9/2002,,,0.18,0,0,79,87,71,,0,,1,,,,,,,,,,1,1,,1,,,,,
